,dialog,summary,finetuned_predicted
264,"439231: @AmericanAir ""that's pretty harsh"" uh you guys suck. get me a direct flight to pittsburgh from sna without waiting 4 hours
AmericanAir: @439231 We feel your frustration and we're sorry for the extended travel time. Our team will have you where you need to be as quickly as they can.
439231: @AmericanAir what? a drink voucher? pass. need a new flight
AmericanAir: @439231 We can't promise that, but we can promise to review what happened that caused the flight to delay your plans.
",Customer is complaining for delayed flight from sna to pittsburgh and demands for new flight. Agent states that they cannot promise new flight but will review the reason for the delay.,"Customer is complaining about the delay in the flight. Agent states that their team will have you where you need to be as quickly as they can and promises to review what happened that caused the flight to delay your plans and adds that they can't promise to promise that, but they can promise to review that flight to resolve the issue."
265,"439231: @AmericanAir ""that's pretty harsh"" uh you guys suck. get me a direct flight to pittsburgh from sna without waiting 4 hours
AmericanAir: @439231 Once you land in PIT, please follow and send us a DM. We'd like to send you a little something for your troubles today.
AmericanAir: @439231 Once you land in PIT, please follow and send us a DM. We'd like to send you a little something for your troubles today.
AmericanAir: @439231 We can't promise that, but we can promise to review what happened that caused the flight to delay your plans.
",Customers want a direct flight from pittsburgh to sna without waiting. Agent apologised for inconvenience of flight delay and asked to DM.,"Customer is complaining about the delay in flight. Agent updated that once they land in PIT, please follow and send them a DM and also informed that they can promise to review what happened that caused the flight to delay their plans and also updated that they would like to send a little something for their troubles today."
266,"298608: @115725 Y does Verizon make it so dif’cult 2 contact a live human? Need an issue resolved. Can’t get thru. It’s about FIOS &amp; home service.
VerizonSupport: @298608 Our router is just a standard Ethernet router with a Moca port for TV service and some software tweaks to optimize it for our service. ^KMG
298608: @VerizonSupport You CAN’T recommend a router that would populate the TV guide &amp; On Demand functions, or you won’t!? On the ones you sell/lease will!?
",Customer is inquiring about Verizon Fios internet and cable. Agent informs customer that only Verizon provided router would populate TV guide .,Customer is complaining about the issue with FIOS & amp home service. Agent updated that their router is just a standard Ethernet router with a moca port for TV service and some software tweaks to optimize it for their service and also informed that they can't recommend a router that would populate the TV guide & amp on demand functions.
267,"298608: @VerizonSupport Trying to find out which model of routers from third parties are viable for use with Verizon Fios internet and cable?
VerizonSupport: @298608 You can use any router for your internet, but for TV service you must use our router.  ^CAR
298608: @VerizonSupport What is the make and model of your router? And, ANY router is good for internet WITH the Verizon router?
VerizonSupport: @298608 No! Purchase your own router for internet use. However, it will not be able to populate your TVGuide or On Demand functions. ^DDG
","The customer is trying to find out which model of routers from third parties are suitable to use with verizon Fios internet and cable and asks what is the make and model of their router. The agent replies that the customer can use any router for his internet, but for TV service he must use their router.",Customer is enquiring about the router model from third party which is viable for use with Verizon Fios internet and cable. Agent updated that they can use any router for internet but for TV service they must use their router and also informed that it will not be able to populate their TV guide or on demand functions.
268,"225903: @Tesco Perhaps this should have been a week in advance of 31st instead of afterwards?
Tesco: @225903 Hi Sandy, the days needed to order are advertised clearly, we always advise ordering in advance. Sorry for any disappointment caused - Dani
",The customer complaining that it has been a week in advance of 31st. The agent resolves the issue.,"The customer is complaining that the order should have been a week in advance of 31st instead of after. The agent updated that the days needed to order are advertised clearly, they always advise ordering in advance and apologized for any disappointment caused by the customer and asked to reach out them asap."
269,"248326: @AppleSupport Siri do t work on IPhone 8plus. Any help
AppleSupport: @248326 Let's see what we can do to get your virtual assistant back to working order. Can you tell us what happens when you try to use Siri? Which iOS version are you using? Also, when did you first notice this issue? That'll help us get started.
248326: @AppleSupport The newest one. Two weeks ago. I have disabled and then started again. So I go through the process of my voice with Siri and it says ready to use. I lock phone and say Hey Siri and nothing.
248326: @AppleSupport The newest one. Two weeks ago. I have disabled and then started again. So I go through the process of my voice with Siri and it says ready to use. I lock phone and say Hey Siri and nothing.
AppleSupport: @248326 Let's help make sure everything is set right. Do you currently have ""Allow Siri When Locked"" enabled under Settings &gt; Siri &amp; Search? If not, please enable the feature and then test Siri to see if the behavior continues.
AppleSupport: @248326 iOS 11.2 recently became available. Let’s have you create a backup with iTunes or iCloud, and update the software. See those steps here: https://t.co/80YRnjDFDk Please send us a DM if the issue persists after updating, and we’ll be happy to help further. https://t.co/GDrqU22YpT
",Customer enquires that whether the siri will work on iPhone 8plus. Agent asks to create a backup with iTunes or icloud and to update the software  and ask to DM if issue still exists.,"Customer is complaining that Siri do not work on IPhone 8plus. Agent updated that to create a backup with iTunes or iCloud, and update the software. Also informed to send DM if the issue persists after updating and they will be happy to help further. Finally informed to DM for further assistance."
270,"129717: @AskeBay how do you Contact the Global Shipping Folks at Pitney Bowes?  That is one service that should be scrapped
129717: @AskeBay I recieved this from UK, basically an Expensive 4 me necklace, was shipped in used baggie with no protectio (1/2)
129717: @AskeBay I asked 4 Ebay Supervisor 2 call my husband's Cell last night, my phone rejects out of country Voip &amp; robocalls. Never heard from
129717: @AskeBay and since I cannot tell if Seller or #PitneyBowes packaged this item this way, how can I leave feedback? I cannot neg a #EGSseller
AskeBay: @129717 1/2 It’s rare when Pitney Bowes has to repackage items because of original packaging issues, but you’re still covered. If ^LL
",Customer is complaining about the packaging and shipping service and wanted to know how to contact with shipping folks at pitney bowes. Agent updated that they will repack the product and asked to return.,"Customer is complaining that how to contact the global shipping folks at Pitney Bowes. Agent updated that it's rare when Pitney bowes has to repackage items because of original packaging issues, but you're still covered if if l have any other issues to resolve."
271,"129717: @AskeBay how do you Contact the Global Shipping Folks at Pitney Bowes?  That is one service that should be scrapped
129717: @AskeBay I got this Global from UK, it weighs 7oz total. Item not protected-in used baggie &amp; flimsey wrapping https://t.co/pZdrTpy0zX
129717: @AskeBay I paid close to $19 for this ""service"". Sellers tell me Pitney Bowes repackages things? I want to know who did package &amp; want refun
AskeBay: @129717 Oh dear, that’s not what we like to see. You’ll open a return through our Money Back Guarantee (1/2) ^E
",Customer is complaining that the item they ordered from UK was not protected and wants to contact the Global Shipping Folks at Pitney Bows. Agent updates that opening a return will be required for a refund but could expect complete refund and tells that they are unable to provide the contact info of Global Shipping Folks.,Customer is complaining that how to contact the global shipping folks at Pitney Bowes. Agent updated that they will open a return through their Money Back Guarantee and also informed that they are happy to hear that they have resolved the issue quickly and informed the customer to contact them directly.
272,"140074: Are you not doing a full first class service on your 16.53 from Birmingham international @VirginTrains I’m dying for a cup of tea
VirginTrains: @140074 Would you like to take this further and make a complaint? ^MW
140074: @VirginTrains Yes please and you have just terminated my follow on train too
VirginTrains: @140074 Please submit your comments here - https://t.co/t20UbyOCSn Lisa ^MW
VirginTrains: @140074 Sorry to hear this Lisa, have you spoke to a member of the onboard team regarding this. ^BT
",Customer is complaining about the service of Virgin Trains. Agent asked the customer that he spoke to a member of the onboard team regarding this service.,Customer is complaining about the full first class service on 16.53 from Birmingham international. Agent updated that they spoke to a member of the onboard team regarding this issue and asked the customer to submit his comments via provided link and also informed that they have terminated their follow on train too.
273,"140074: Are you not doing a full first class service on your 16.53 from Birmingham international @VirginTrains I’m dying for a cup of tea
VirginTrains: @140074 Would you like to take this further and make a complaint? ^MW
VirginTrains: @140074 Please submit your comments here - https://t.co/t20UbyOCSn Lisa ^MW
VirginTrains: @140074 As advised the staff onboard would be best to advise further ^MM
140074: @VirginTrains I think someone’s kidnapped them or they are on strike
",Customer is complaining about the disappointing service from the train onboard staff and unable to find any. Agent offers to make a formal complaint over the issue with the provided URL.,Customer is complaining about not doing full first class service on 16.53 from Birmingham international. Agent updated that as advised the staff onboard would be best to advise further and asked the customer to submit his comments through the provided link and also informed that they will look into this issue.
274,"391095: @Delta the auto checkin on the iOS app checked me in as standby on my flight on which I usually get upgraded. How do I turn it off?
Delta: @391095 Okay, I understand. Please see this link and select create password:  https://t.co/ffOix3lHXJ . *HKC
391095: @Delta I don’t need to change my password.. I want to turn off auto checkin
Delta: @391095 Please contact our Online Support team at  888 750 3284. *HKC
",Customer enquirers about  iOS app. Agent informs customer to contact their online support team at 8887503284.,Customer is complaining that the auto checkin on the iOS app checked them in as standby on their flight on which they usually get upgraded. Agent updated that to contact their online support team at 888 750 3284 and also updated that they don't need to change their password.
275,"391095: @Delta the auto checkin on the iOS app checked me in as standby on my flight on which I usually get upgraded. How do I turn it off?
391095: @Delta the auto checkin on the iOS app checked me in as standby on my flight on which I usually get upgraded. How do I turn it off?
Delta: @391095 Hi Prashant, thanks for contacting us. Please check your profile settings. *HKC
Delta: @391095 Please contact our Online Support team at  888 750 3284. *HKC
",The customer asks how to turn off the auto checkin on the iOS app. The agent suggests to check the profile settings and asks to contact their online support team.,Customer is complaining that the auto checkin on the iOS app checked him in as standby on his flight on which he usually get upgraded. Agent updated that to contact their online support team at 888 750 3284 and also informed to check their profile settings and also inform to contact them via provided number.
276,"391095: @Delta the auto checkin on the iOS app checked me in as standby on my flight on which I usually get upgraded. How do I turn it off?
Delta: @391095 Hi Prashant, thanks for contacting us. Please check your profile settings. *HKC
391095: @Delta I don’t need to change my password.. I want to turn off auto checkin
Delta: @391095 Please contact our Online Support team at  888 750 3284. *HKC
",The customer wants to turn off the auto checkin. The agent asked the customer to contact their online support team at 888 750 3284.,Customer is complaining that the auto checkin on the iOS app checked them in as standby on their flight on which they usually get upgraded. Agent updated that to contact their online support team at 888 750 3284 and also informed that they don't need to change their password.
277,"391095: @Delta the auto checkin on the iOS app checked me in as standby on my flight on which I usually get upgraded. How do I turn it off?
Delta: @391095 You should be able to turn the automatic check in option off in settings. *HKC
391095: @Delta I can’t find it..either on settings and then Fly Delta or just within the fly Delta app
391095: @Delta I don’t need to change my password.. I want to turn off auto checkin
",Customer is enquirer that auto check in on the iOS app checked me in as standby on my flight on which they usually get upgraded. Agent suggest that to contact the online support team.,Customer is complaining that the auto checkin on the iOS app checked them in as standby on their flight on which they usually get upgraded. Agent updated that they should be able to turn the automatic check in option off in settings and also informed that they don't need to change their password.
278,"140066: @VirginTrains morning CB have you started your xmas shopping yet PA and HP have not done theres yet?
VirginTrains: @140066 I don't know if he has to be honest, have you CB? ^MW
VirginTrains: @140066 Started a while ago, but not finished yet ^CB
140066: @VirginTrains good one PA and HP have not started theres yet
",Customer is complaining that they have started their Xmas shopping yet PA and HP have not done yet. Agent updated it starts in while ago.,"Customer is enquiring about the xmas shopping yet PA and HP haven't done it yet. Agent states that they have started a while ago, but not finished yet and also updates that they haven't started the shopping yet and adds that they don't know if he has to be honest."
279,"140066: @VirginTrains morning CB have you started your xmas shopping yet PA and HP have not done theres yet?
VirginTrains: @140066 Started a while ago, but not finished yet ^CB
140066: @VirginTrains good one PA and HP have not started theres yet
",Customer is questioning whether xmas shopping has started yet since PA and HP have not done. Agent updates that they are unaware of this issue.,"Customer is enquiring about the xmas shopping yet PA and HP haven't done yet. Agent states that they have started a while ago, but not finished yet and updates that they will let them know about it soon on the next few days to get in touch with them."
280,"703719: @XboxSupport I get this  message when i use Pc if i try using console it kicked me out immediately https://t.co/zCccY7s8UZ
XboxSupport: @703719 Ah, gotcha. Have you tried making the purchase on multiple browsers as well? I went as if I was going to purchase and Xbox 360 game here and didn't run into any troubles. ^AK
",The customer is complaining that whenever he is trying to use the console it kicked him out immediately. The agent asked the customer have he tried making the purchase on multiple browsers as well.,The customer is complaining that he is getting kicked out when he tries to use Pc if he try using console it kicked him out immediately. The agent asked whether the customer tried making the purchase on multiple browsers as well and didn't run into any troubles.   
281,"703719: @XboxSupport as a matter as fact ive called them but they told me there is not solution for my prblem but use an xbox 360 in order to get games with gold for 360 in xbox one. really sad
XboxSupport: @703719 Thanks for the picture. So you're saying you're not able to claim Games with Gold games unless it's from an Xbox 360? What page are you trying to access when you get the error in the photo? Are you able to properly load up this page: https://t.co/twzrENZeEu? ^AK
XboxSupport: @703719 Ah, gotcha. Have you tried making the purchase on multiple browsers as well? I went as if I was going to purchase and Xbox 360 game here and didn't run into any troubles. ^AK
",Customer is unable to claim games with gold games unless it's from a Xbox 360. Agent updates that they went as if they were going to purchase Xbox 360 game and didn't run into any troubles.,Customer is complaining that they are unable to claim Games with Gold games unless it is from an xbox 360. Agent updated that they have tried making the purchase on multiple browsers and didn't run into any trouble with multiple browser versions and asked the customer to check with the given URL.
282,"598285: It's difficult to get any help from @VirginTrains customer services unless you are prepared to part with another £400 to get home with a disabled wife without changing trains
598285: @VirginTrains We are travelling back to Liverpool from London Euston but only just realised we have to change at Crewe. Tried to change trains but we were asked to pay for another train. My wife is disabled,so it will be difficult changing
VirginTrains: @598285 When are you travelling David? ^PA
VirginTrains: @598285 Have you booked assistance with Journey Care? They can help with the change of trains. ^PA
VirginTrains: @598285 Have you booked assistance with Journey Care? They can help with the change of trains. ^PA
598285: @VirginTrains That's not the point. The assistance care is fantastic. We just did not want to change trains and the journey home was rebooked with your call centre. The train either before or after is direct to Liverpool. We just wanted to change trains.
VirginTrains: @598285 Sorry for that, the only way to change it would be to pay for a change of journey David. ^PA
598285: @VirginTrains The gentleman @1685 station looking after mobility assistance was fantastic #euston Thanks
",Customer is trying to change the train and they are asking to pay for another train. Agent is asking when you are travelling and  have you booked assistance with journey care  and  telling that they can  help with the change of trains.,Customer is complaining that it's difficult to get any help from @VirginTrains customer services unless they are prepared to part with another $400 to get home with a disabled wife without changing trains. Agent updates that have they booked assistance with Journey Care they can help with the change of trains.
283,"598285: It's difficult to get any help from @VirginTrains customer services unless you are prepared to part with another £400 to get home with a disabled wife without changing trains
598285: @VirginTrains That's not the point. The assistance care is fantastic. We just did not want to change trains and the journey home was rebooked with your call centre. The train either before or after is direct to Liverpool. We just wanted to change trains.
VirginTrains: @598285 Sorry for that, the only way to change it would be to pay for a change of journey David. ^PA
VirginTrains: @598285 If you want take it further please do via https://t.co/t20UbyOCSn ^PA
",Customer is complaining for charging extra for changing the trains. Agent states that the only way to change journey is by paying the extra fee.,Customer is complaining that it's difficult to get any help from @VirginTrains customer services unless they are prepared to part with another $400 to get home with a disabled wife without changing trains. Agent updates that the only way to change it would be to pay for a change of journey.
284,"598285: @VirginTrains We are travelling back to Liverpool from London Euston but only just realised we have to change at Crewe. Tried to change trains but we were asked to pay for another train. My wife is disabled,so it will be difficult changing
598285: @VirginTrains We are travelling back to Liverpool from London Euston but only just realised we have to change at Crewe. Tried to change trains but we were asked to pay for another train. My wife is disabled,so it will be difficult changing
VirginTrains: @598285 Sorry for that, the only way to change it would be to pay for a change of journey David. ^PA
VirginTrains: @598285 If you want take it further please do via https://t.co/t20UbyOCSn ^PA
","The customer says that they are travelling back to Liverpool from London Euston but only just realised that they have to change at Crewe, they tried to change trains but they were asked to pay for another train. The agent says that the only way to change it would be to pay for a change of journey and asks to go though the provided link to assist further.",Customer is complaining that they are travelling back to Liverpool from London Euston but only just realised they have to change at Crewe. Agent updated that the only way to change it would be to pay for a change of journey and asked to take it further via URL.
285,"757279: @VerizonSupport Since yesterday when I ""renewed"" my Ultimate HD from an online chat.
VerizonSupport: @757279 Do you happen to have a ticket number ? 
^TDC
757279: @VerizonSupport NO, just been on hold and back and forth with accounts and tech help.
VerizonSupport: @757279 Please click here and submit name and phone number for assistance.  https://t.co/1e5YjcZhxG
^TDC
",Customer says that he have renewed his ultimate HD from an online chat. Agent asked the customer that when he changed the account have they received the order number and asked to submit name and phone number in the URL for further assistance.,"Customer is complaining that since yesterday when they ""renewed"" their Ultimate HD from an online chat, they have been on hold and back and forth with accounts and tech help. Agent updates to click on the given URL to submit name and phone number for further assistance."
286,"277428: @CoxHelp LOVE my contour and this error I get 87% of the time! 👏🏻👏🏻👏🏻 https://t.co/r1GZnrOQPg
CoxHelp: @277428 That's not good, does resetting the box help when you run into this error message? ~Derrick
CoxHelp: @277428 Hi, I'd like to confirm are you not able to watch any channels at all or please when this message appears?  Thanks,  -Carol https://t.co/ovAKPb0TYC
CoxHelp: @277428 Thereafter, if the error still occurs we'll need to schedule a service appointment for a Field Tech to check things out - it's possible your box may need to be swapped.  Let us know what happens.  Thanks,  -Carol   (2/2)
",Customer is saying that the error like LOVE my contour appears so many times. Agent asked the customer to order something on demand to check for an error and then schedule a service appointment for a Field tech.,Customer is complaining about the contour error he gets 87% of the time. Agent updated that if the error still occurs they will need to schedule a service appointment for a field tech to check things out and it's possible that the box may need to be swapped and also informed to let them know what happens.
287,"277428: @CoxHelp LOVE my contour and this error I get 87% of the time! 👏🏻👏🏻👏🏻 https://t.co/r1GZnrOQPg
CoxHelp: @277428 Please disconnect the power cord for a full 5 mins.  Then try to order or watch something on OnDemand.  Should you get the same error message we can send a signal from the office.  (1/2) - Carol
CoxHelp: @277428 Thereafter, if the error still occurs we'll need to schedule a service appointment for a Field Tech to check things out - it's possible your box may need to be swapped.  Let us know what happens.  Thanks,  -Carol   (2/2)
",The customer was complaining that he is getting an error message 87% of the time. The agent asked them to disconnect the power cord for full 5 mins and then asked to give a try  to order.,Customer is complaining about the contour error which he gets 87% of the time. Agent requests to disconnect the power cord for a full 5 mins and then try to order or watch something on demand and states that if the error still occurs they need to schedule a service appointment for a field tech to check things out and it's possible your box may need to be swapped.
288,"277428: @CoxHelp LOVE my contour and this error I get 87% of the time! 👏🏻👏🏻👏🏻 https://t.co/r1GZnrOQPg
CoxHelp: @277428 That's not good, does resetting the box help when you run into this error message? ~Derrick
CoxHelp: @277428 Have you swapped out the box for this issue previously?  We can have a tech come out to do some more troubleshooting? ~Derrick
CoxHelp: @277428 Have you swapped out the box for this issue previously?  We can have a tech come out to do some more troubleshooting? ~Derrick
CoxHelp: @277428 Please disconnect the power cord for a full 5 mins.  Then try to order or watch something on OnDemand.  Should you get the same error message we can send a signal from the office.  (1/2) - Carol
CoxHelp: @277428 Please disconnect the power cord for a full 5 mins.  Then try to order or watch something on OnDemand.  Should you get the same error message we can send a signal from the office.  (1/2) - Carol
CoxHelp: @277428 Thereafter, if the error still occurs we'll need to schedule a service appointment for a Field Tech to check things out - it's possible your box may need to be swapped.  Let us know what happens.  Thanks,  -Carol   (2/2)
",Customer is complaining about the error message which occurs 87% of the time. Agent suggested that if error still exists need to reach out to field tech for further assistance and need to swapped the box if possible.,Customer is complaining about the contour error he gets 87% of the time. Agent updated that if the error still occurs they need to schedule a service appointment for a field tech to check things out and it's possible that the box may need to be swapped and asked to disconnect the power cord for a full 5 mins and then try to order or watch something on demand.
289,"664381: @115858 we need another update I’m still seeing box’s with question marks on it..
AppleSupport: @664381 The 11.1.1 update fixes the auto-correct issues on the device, but it won't fix seeing it on other forms of communication. If you have other questions or concerns, please let us know. We'll be glad to help.
664381: @AppleSupport Well when is that gonna get fixed?
AppleSupport: @664381 If you're still seeing the issue on other people's posts, then the issue can be resolved once they update to the latest iOS version; however, this will not remove the symbols shown on previous post or messages.
",Customer is complaining about the issues with typing. Agent states that the issue will be resolved on updating to the latest version.,"Customer is complaining that they need another update as they are still seeing box's with question marks on it. Agent updated that the 11.1.1 update fixes the auto-correct issues on the device but it won't fix seeing it on other forms of communication and informed that if they're still seeing the issue on other people's posts, then the issue can be resolved once they update to the latest iOS version."
290,"664381: @115858 we need another update I’m still seeing box’s with question marks on it..
AppleSupport: @664381 iOS 11.1.1 should fix any autocorrect issues. Are you seeing the error still when typing your own messages or viewing other people's messages?
AppleSupport: @664381 The 11.1.1 update fixes the auto-correct issues on the device, but it won't fix seeing it on other forms of communication. If you have other questions or concerns, please let us know. We'll be glad to help.
AppleSupport: @664381 If you're still seeing the issue on other people's posts, then the issue can be resolved once they update to the latest iOS version; however, this will not remove the symbols shown on previous post or messages.
",Customer is seeing the error with box and question marks on it. Agent suggested the new version of iOS so that it can be resolve for previous posts and messages.,"Customer is complaining that they need another update as they are still seeing box's with question marks on it. Agent updated that iOS 11.1.1 should fix any autocorrect issues and also updated that if they have other questions or concerns, please let them know."
291,"664381: @115858 we need another update I’m still seeing box’s with question marks on it..
AppleSupport: @664381 iOS 11.1.1 should fix any autocorrect issues. Are you seeing the error still when typing your own messages or viewing other people's messages?
664381: @AppleSupport Like the question mark box error? If so then yes I’m stilling seeing the error.
AppleSupport: @664381 The 11.1.1 update fixes the auto-correct issues on the device, but it won't fix seeing it on other forms of communication. If you have other questions or concerns, please let us know. We'll be glad to help.
AppleSupport: @664381 If you're still seeing the issue on other people's posts, then the issue can be resolved once they update to the latest iOS version; however, this will not remove the symbols shown on previous post or messages.
","The customer says that they need another update as he is till seeing the errors like box with question marks on it. The agent asks whether he still seeing the error when typing messages or while seeing other people's messages and informs that the 11.1 update fixes the auto-correct issues on the device, but it won't fix seeing it on other forms of communication and the issue can be resolved once the new update is available.","Customer is complaining that they need another update as they are still seeing box's with question marks on it. Agent updated that the 11.1.1 update fixes the auto-correct issues on the device but it won't fix seeing it on other forms of communication and informed that if they are seeing the issue on other people's posts, then the issue can be resolved once they update to the latest iOS version."
292,"242694: @AzureSupport Hi guys we have signed up a trial for log analytics while we test setting up a custom log import. The issue I have already is trying to add a custom log import configuration, nothing is being added to the list, but no error messages? I have tried a hundred times.
242694: @AzureSupport Hi guys we have signed up a trial for log analytics while we test setting up a custom log import. The issue I have already is trying to add a custom log import configuration, nothing is being added to the list, but no error messages? I have tried a hundred times.
AzureSupport: @242694 Could you please post here: https://t.co/WdHXbaOxkZ and send us the link so we can have an engineer on that team assist ^PB
AzureSupport: @242694 Could you please send us the link to the created post so we can alert the team? Thanks! ^PB
",Here customer taking a trail to sing up  log analytics where he is facing issue to make a list so asking for the help. Agent is asking for the link so that he can alert his team engineer to work on it and get it resolved.,Customer is complaining that he is unable to add a custom log import configuration. Agent updated that to send the link to the created post so that they can alert the team and also informed that they have signed up a trial for log analytics while they test setting up a custom logging.
293,"242694: @AzureSupport Hi guys we have signed up a trial for log analytics while we test setting up a custom log import. The issue I have already is trying to add a custom log import configuration, nothing is being added to the list, but no error messages? I have tried a hundred times.
AzureSupport: @242694 Could you please post here: https://t.co/WdHXbaOxkZ and send us the link so we can have an engineer on that team assist ^PB
AzureSupport: @242694 A forum engineer has replied to your post. Please have a look and reply to the thread if you need further assistance.  ^BG
",Customer enquires that they have signed up a trial for log analytics for custom log import and without getting error messages no log import configuration is being added in the list. Agent replied that the forum engineer will look into it and they can reach out for further assistance.,Customer is complaining that they have signed up a trial for log analytics while they test setting up a custom log import. Agent updated that forum engineer has replied to their post and asked to reply to the thread if they need further assistance. Finally informed to send them the link so that they can have an engineer on that team assist.
294,"242694: @AzureSupport Hi guys we have signed up a trial for log analytics while we test setting up a custom log import. The issue I have already is trying to add a custom log import configuration, nothing is being added to the list, but no error messages? I have tried a hundred times.
242694: @AzureSupport Hi guys we have signed up a trial for log analytics while we test setting up a custom log import. The issue I have already is trying to add a custom log import configuration, nothing is being added to the list, but no error messages? I have tried a hundred times.
AzureSupport: @242694 Could you please post here: https://t.co/WdHXbaOxkZ and send us the link so we can have an engineer on that team assist ^PB
AzureSupport: @242694 A forum engineer has replied to your post. Please have a look and reply to the thread if you need further assistance.  ^BG
","The customer says that he has signed up a trail for log analytics but he is having an issue in adding a custom log import configuration. The agent asks to post the information regarding the isuue via provided link and to send them the link and says A forum engineer has replied to the post, then asks to reply to the thread for further assistance.",Customer is complaining that he is unable to add a custom log import configuration. Agent updated that a forum engineer has replied to the post and asked to reply to the thread if they need further assistance. Finally informed to send the link to the engineer on that team assist and also updated that they will look into this issue.
295,"353679: @JetBlue flight 112 from ORD-BOS was delayed then undelayed, now delayed again. What's the scoop? I trust you to have most current info.
353679: @JetBlue sorry I'm not clear...are you suggesting I call O'Hare or JetBlue?
353679: @JetBlue Ah okay thank you. I wasn't at the airport, I was getting notifications from the app and email.
JetBlue: @353679 Our most current information only shows the current departure time, it's likely that there was an aircraft swap to lessen the delay.
","Customer was confused about the delayed then undelayed, now delayed again. Agent says that most current information only shows the current departure time, it's likely that there was an aircraft swap to lesson the delay.","Customer is complaining about the flight 112 from ORD-BOS was delayed then undelayed, now delayed again. Agent updated that their most current information only shows the current departure time, it's likely that there was an aircraft swap to lessen the delay and also informed that they are not suggesting to call O'Hare or JetBlue."
296,"353679: @JetBlue flight 112 from ORD-BOS was delayed then undelayed, now delayed again. What's the scoop? I trust you to have most current info.
JetBlue: @353679 Hey Stephan, thanks for reaching out. Our airport crew has the most accurate information. Reach out to them for the most accurate update.
353679: @JetBlue sorry I'm not clear...are you suggesting I call O'Hare or JetBlue?
353679: @JetBlue Ah okay thank you. I wasn't at the airport, I was getting notifications from the app and email.
JetBlue: @353679 Our most current information only shows the current departure time, it's likely that there was an aircraft swap to lessen the delay.
",Customer is complaining that flight from ORD- BOS was delayed then undelayed and again delayed. Agent updated the most current information only shows the current deparure time and it's likely that there was an aircraft swap to lessen the delay.,"Customer is complaining about the flight 112 from ORD-BOS was delayed then undelayed, now delayed again. Agent updated that their airport crew has the most accurate information and also informed that their most current information only shows the current departure time, it's likely that there was an aircraft swap to lessen the delay."
297,"353679: @JetBlue flight 112 from ORD-BOS was delayed then undelayed, now delayed again. What's the scoop? I trust you to have most current info.
JetBlue: @353679 Hey Stephan, thanks for reaching out. Our airport crew has the most accurate information. Reach out to them for the most accurate update.
",The customer is complaining that the flight was delayed and undelayed and delayed again. The agent asked him to reach out to the airport crew for the accurate information.,"The customer is complaining that the flight 112 from ORD-BOS was delayed then undelayed, now delayed again. The agent updated that their airport crew has the most accurate information and asked them to reach out to them for most accurate update and also updated that they will provide more information about the flight."
298,"740448: @Tesco Hi. Pe-ordered #StarWarsBattlefrontII at your Chichester store as the promo card said would receive #StarWarsTheLastJedi skins...
Tesco: @740448 Hi Shenman, they should be inside the packaging. Please contact the game creators. They should be able to advise further with it not being inside - Allyn
740448: @Tesco but as pre-order how would retailers know which product to hand out to pre-orders as all look same? @116089 @141157 can U shed light?
Tesco: @740448 Hi there, I've spoken to my Support Team to confirm, and they've advised that you would need to speak to EA. TY. - Mart
",The customer is appealing that he missed something in his pre ordered shopping. The agent asking the customer to check inside the packing and advising the customer to speak to EA.,"Customer is complaining about the promo card which said to receive #StarWarsTheLastJedi skins. Agent updated that they have spoken to their support team to confirm, and they have advised that they need to speak to EA and also informed that as pre-order how would retailers know which product to hand out to pre-orders as all look same."
299,"740448: @Tesco Hi. Pe-ordered #StarWarsBattlefrontII at your Chichester store as the promo card said would receive #StarWarsTheLastJedi skins...
Tesco: @740448 Hi Shenman, they should be inside the packaging. Please contact the game creators. They should be able to advise further with it not being inside - Allyn
740448: @Tesco thanks but I checked and they only had one version of the game. No distinction between pre order and regular stock?
Tesco: @740448 Hi there, I've spoken to my Support Team to confirm, and they've advised that you would need to speak to EA. TY. - Mart
",Customer is complaining that he is unable to find the promo card offer in the pre ordered game. Agent states that would be inside the packaging and requests to speak to supplier on the issue.,"Customer is complaining that he ordered #StarWarsBattlefrontII at their chichester store as the promo card said would receive #Star WarsTheLastJedi skins. Agent updated that they have spoken to their support team to confirm, and they have advised that they need to speak to EA."
300,"740448: @Tesco Hi. Pe-ordered #StarWarsBattlefrontII at your Chichester store as the promo card said would receive #StarWarsTheLastJedi skins...
Tesco: @740448 Hi Shenman, they should be inside the packaging. Please contact the game creators. They should be able to advise further with it not being inside - Allyn
740448: @Tesco but as pre-order how would retailers know which product to hand out to pre-orders as all look same? @116089 @141157 can U shed light?
Tesco: @740448 Hi there, I've spoken to my Support Team to confirm, and they've advised that you would need to speak to EA. TY. - Mart
",Customer is having an issue with gaming app. Agent updated that please contact game creators and updated the customer to speak with EA.,"Customer is complaining about the promo card which said to receive #StarWarsTheLastJedi skins. Agent updated that they have spoken to their support team to confirm, and they have advised that they need to speak to EA and also informed that as pre-order how would retailers know which product to hand out to pre-orders as all look same."
